name, img, birth, death, length 
Tommaso Salvadori, http://upload.wikimedia.org/wikipedia/commons/thumb/8/8c/SalvadoriCondor.jpg/240px-SalvadoriCondor.jpg, , , 5589
William H. Behle, http://upload.wikimedia.org/wikipedia/en/thumb/9/91/William_H._Behle.jpg/220px-William_H._Behle.jpg, 1909-05-13, 2009-02-26, 4200
Dean Amadon, http://upload.wikimedia.org/wikipedia/en/thumb/1/15/Dean_Amadon.jpg/220px-Dean_Amadon.jpg, 1912-06-05, 2003-01-12, 1894
Edgar Leopold Layard, http://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/Edgar_Leopold_Layard_1824-1900.jpg/220px-Edgar_Leopold_Layard_1824-1900.jpg, 1824-07-23, 1900-01-01, 10605
Luigi D'Albertis, http://upload.wikimedia.org/wikipedia/commons/thumb/6/66/Luigi_Maria_D%27Albertis.jpg/220px-Luigi_Maria_D%27Albertis.jpg, 1841-11-21, 1901-09-02, 4032
Richard Meinertzhagen, http://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Meinertzhagen_1922.jpg/220px-Meinertzhagen_1922.jpg, 1878-03-03, 1967-06-17, 34686
William John Swainson, http://upload.wikimedia.org/wikipedia/commons/thumb/c/ce/Swainson_William_1789-1855.jpg/250px-Swainson_William_1789-1855.jpg, 1789-10-08, 1855-12-06, 19113
Édouard Ménétries, http://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Menetries.jpg/220px-Menetries.jpg, , 1861-04-11, 13240
John P. McCown, http://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/JPMcCown.jpg/220px-JPMcCown.jpg, 1815-08-19, , 6894
Edgar Alexander Mearns, http://upload.wikimedia.org/wikipedia/commons/thumb/7/78/Edgar_Alexander_Mearns2.jpg/220px-Edgar_Alexander_Mearns2.jpg, 1856-09-11, 1916-11-01, 3786
Thomas Powys, 4th Baron Lilford, http://upload.wikimedia.org/wikipedia/commons/thumb/4/4b/LilfordPowys.jpg/220px-LilfordPowys.jpg, , 1896-06-18, 3631
George A. McCall, http://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/GAMcCall.jpg/220px-GAMcCall.jpg, 1802-03-16, 1868-02-25, 7790
Jared Potter Kirtland, http://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Jared_Potter_Kirtland_1793-1877.jpg/260px-Jared_Potter_Kirtland_1793-1877.jpg, 1793-11-10, 1877-12-10, 4383
Joel Asaph Allen, http://upload.wikimedia.org/wikipedia/commons/thumb/5/57/Joel_Asaph_Allen_1838-1921.png/220px-Joel_Asaph_Allen_1838-1921.png, 1838-07-19, 1921-08-29, 5731
William MacGillivray, http://upload.wikimedia.org/wikipedia/commons/thumb/f/f4/William_MacGillivray.jpg/220px-William_MacGillivray.jpg, 1796-01-25, 1852-09-04, 4405
Coenraad Jacob Temminck, http://upload.wikimedia.org/wikipedia/commons/thumb/2/26/Temminck_Coenraad_Jacob_1770-1858.jpg/220px-Temminck_Coenraad_Jacob_1770-1858.jpg, 1778-03-31, 1858-01-30, 6506
Philip Sclater, http://upload.wikimedia.org/wikipedia/commons/thumb/b/bc/PLSclater.jpg/220px-PLSclater.jpg, 1829-11-04, 1913-06-27, 6451
Alexander Wilson (ornithologist), http://upload.wikimedia.org/wikipedia/commons/thumb/b/b5/Wilson_Alexander_1766-1813.jpg/200px-Wilson_Alexander_1766-1813.jpg, , 1813-08-23, 8210
Hubert Lynes, http://upload.wikimedia.org/wikipedia/en/thumb/a/ae/Flag_of_the_United_Kingdom.svg/23px-Flag_of_the_United_Kingdom.svg.png, , 1942-11-10, 6679
Masauji Hachisuka, http://upload.wikimedia.org/wikipedia/commons/thumb/b/ba/Masauji_Hachisuka.jpg/220px-Masauji_Hachisuka.jpg, 1903-02-15, 1953-05-14, 2870
Andrew J. Grayson, http://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Andrew_Jackson_Grayson.jpg/220px-Andrew_Jackson_Grayson.jpg, , , 3566
Sayako Kuroda, http://upload.wikimedia.org/wikipedia/commons/thumb/1/14/Sayako_Princess_Nori_001_detail.jpg/220px-Sayako_Princess_Nori_001_detail.jpg, 1969-04-18, , 9254
Frederick DuCane Godman, http://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/FDGodman_Ibis1919.jpg/220px-FDGodman_Ibis1919.jpg, 1834-01-15, 1919-02-19, 11390
Johann Reinhold Forster, http://upload.wikimedia.org/wikipedia/commons/thumb/b/bf/Forster.jpg/220px-Forster.jpg, 1729-10-22, 1798-12-09, 6684
Osbert Salvin, http://upload.wikimedia.org/wikipedia/commons/thumb/a/af/Salvin_Osbert_1835-1898.jpg/220px-Salvin_Osbert_1835-1898.jpg, 1835-02-25, 1898-06-01, 4087
Leonhard Stejneger, http://upload.wikimedia.org/wikipedia/commons/thumb/4/45/Stejnegger_Leonhard_1851-1943.png/200px-Stejnegger_Leonhard_1851-1943.png, , , 6473
Fumihito, Prince Akishino, http://upload.wikimedia.org/wikipedia/commons/thumb/c/ca/Prince_and_Princess_Akishino_during_their_visit_to_M%C3%A9xico_City_%282014%29_%283%29_%28cropped_2%29.jpg/220px-Prince_and_Princess_Akishino_during_their_visit_to_M%C3%A9xico_City_%282014%29_%283%29_%28cropped_2%29.jpg, 1965-11-30, , 13414
Spencer Fullerton Baird, http://upload.wikimedia.org/wikipedia/commons/thumb/6/67/Portrait_of_Spencer_Fullerton_Baird_-_1867.jpg/200px-Portrait_of_Spencer_Fullerton_Baird_-_1867.jpg, 1823-02-03, 1887-08-19, 19304
Joseph Beal Steere, http://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/Joseph_Beal_Steere.png/222px-Joseph_Beal_Steere.png, 1842-02-09, 1940-12-08, 4243
Giovanni Antonio Scopoli, http://upload.wikimedia.org/wikipedia/commons/thumb/2/28/Scopoli_Giovanni_Antonio_1723-1788.jpg/220px-Scopoli_Giovanni_Antonio_1723-1788.jpg, 1723-06-03, 1788-05-08, 8767
Poornachandra Tejaswi, http://upload.wikimedia.org/wikipedia/en/thumb/5/59/Tejaswi.jpg/220px-Tejaswi.jpg, 1938-09-08, 2007-04-05, 8151
Cyril Mackworth-Praed, http://upload.wikimedia.org/wikipedia/en/thumb/a/ae/Flag_of_the_United_Kingdom.svg/23px-Flag_of_the_United_Kingdom.svg.png, 1891-09-21, 1974-06-30, 1587
Peter Scott, http://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Peter_scott_in_1954_arp.jpg/220px-Peter_scott_in_1954_arp.jpg, 1909-09-14, 1989-08-29, 18419
