name, img, birth, death, length 
Mikhail Lomonosov, http://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/M.V._Lomonosov_by_L.Miropolskiy_after_G.C.Prenner_%281787%2C_RAN%29.jpg/220px-M.V._Lomonosov_by_L.Miropolskiy_after_G.C.Prenner_%281787%2C_RAN%29.jpg, 1711-11-19, 1765-04-15, 23209
Gilbert N. Lewis, http://upload.wikimedia.org/wikipedia/en/thumb/2/21/Gilbert_N_Lewis.jpg/220px-Gilbert_N_Lewis.jpg, 1875-10-23, 1946-03-23, 20016
William Hyde Wollaston, http://upload.wikimedia.org/wikipedia/commons/thumb/7/7d/Wollaston_William_Hyde_Jackson_color.jpg/220px-Wollaston_William_Hyde_Jackson_color.jpg, 1766-08-06, 1828-12-22, 17261
Knute Rockne, http://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/Knute_Rockne_on_ship%27s_deck.jpg/200px-Knute_Rockne_on_ship%27s_deck.jpg, 1888-03-04, 1931-03-31, 32232
Xiaoliang Sunney Xie, http://upload.wikimedia.org/wikipedia/commons/thumb/2/22/Xiaoliang_Sunney_Xie_1.jpg/220px-Xiaoliang_Sunney_Xie_1.jpg, 1962-06-24, , 11202
Richard Adolf Zsigmondy, http://upload.wikimedia.org/wikipedia/en/thumb/9/9b/Richard_Adolf_Zsigmondy.jpg/220px-Richard_Adolf_Zsigmondy.jpg, 1865-04-01, 1929-09-23, 11596
Stanislao Cannizzaro, http://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Cannizzaro_Stanislao.jpg/150px-Cannizzaro_Stanislao.jpg, , 1910-05-11, 7563
Friedrich Konrad Beilstein, http://upload.wikimedia.org/wikipedia/commons/thumb/8/83/Friedrich_Konrad_Beilstein.jpg/220px-Friedrich_Konrad_Beilstein.jpg, 1838-02-17, 1906-10-18, 4887
Leo Baekeland, http://upload.wikimedia.org/wikipedia/commons/thumb/8/80/Leo_Hendrik_Baekeland%2C_1916.jpg/196px-Leo_Hendrik_Baekeland%2C_1916.jpg, , 1944-02-23, 18671
Joseph Black, http://upload.wikimedia.org/wikipedia/commons/thumb/6/62/Joseph_Black_b1728.jpg/230px-Joseph_Black_b1728.jpg, , 1799-12-07, 13290
Carl Ferdinand Cori, http://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Carl_Ferdinand_Cori.jpg/162px-Carl_Ferdinand_Cori.jpg, 1896-12-05, 1984-10-20, 12587
Arthur Aikin, http://upload.wikimedia.org/wikipedia/commons/thumb/3/3f/ArthurAikin2.jpg/250px-ArthurAikin2.jpg, 1773-05-19, 1854-04-15, 4554
Chaim Weizmann, http://upload.wikimedia.org/wikipedia/commons/thumb/6/65/Flickr_-_Government_Press_Office_%28GPO%29_-_President_Chaim_Weizmann.jpg/225px-Flickr_-_Government_Press_Office_%28GPO%29_-_President_Chaim_Weizmann.jpg, 1874-11-27, 1952-11-09, 53900
Yves Chauvin, http://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Nobel_Laureates_in_Chemistry_2005_on_stage_%28restored%29.jpg/220px-Nobel_Laureates_in_Chemistry_2005_on_stage_%28restored%29.jpg, 1930-10-10, 2015-01-27, 12016
Hans Adolf Krebs, http://upload.wikimedia.org/wikipedia/commons/thumb/b/ba/Hans_Adolf_Krebs.jpg/180px-Hans_Adolf_Krebs.jpg, 1900-08-25, 1981-11-22, 26530
Johannes Nicolaus Brønsted, http://upload.wikimedia.org/wikipedia/commons/thumb/2/24/Johannes_Br%C3%B8nsted.jpg/220px-Johannes_Br%C3%B8nsted.jpg, 1879-02-22, 1947-12-17, 2825
Thomas Cech, http://upload.wikimedia.org/wikipedia/commons/thumb/6/68/Thomas_Robert_Cech.jpg/220px-Thomas_Robert_Cech.jpg, 1947-12-08, , 24125
Adolf Butenandt, http://upload.wikimedia.org/wikipedia/commons/thumb/0/03/A._Butenandt_1921.jpg/220px-A._Butenandt_1921.jpg, 1903-03-24, 1995-01-18, 10837
Gerty Cori, http://upload.wikimedia.org/wikipedia/commons/thumb/d/d6/Gerty_Theresa_Cori.jpg/220px-Gerty_Theresa_Cori.jpg, 1896-08-15, 1957-10-26, 28790
Claude Louis Berthollet, http://upload.wikimedia.org/wikipedia/commons/thumb/f/fd/Berthollet_Claude_Louis.jpg/220px-Berthollet_Claude_Louis.jpg, 1748-12-09, 1822-11-06, 7920
Larned B. Asprey, http://upload.wikimedia.org/wikipedia/commons/thumb/e/e0/Asprey60th_small.jpg/220px-Asprey60th_small.jpg, 1919-03-19, 2005-03-06, 6752
Christian B. Anfinsen, http://upload.wikimedia.org/wikipedia/commons/thumb/2/2a/Christian_B._Anfinsen%2C_NIH_portrait%2C_1969.jpg/180px-Christian_B._Anfinsen%2C_NIH_portrait%2C_1969.jpg, , 1995-05-14, 12840
William Crookes, http://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Sir_William_Crookes_1906.jpg/220px-Sir_William_Crookes_1906.jpg, 1832-06-17, 1919-04-04, 23836
Friedrich Accum, http://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Thomson_-_Friedrich_Accum_%28European_Magazine%29.jpg/250px-Thomson_-_Friedrich_Accum_%28European_Magazine%29.jpg, 1769-03-29, 1838-06-28, 49738
Paul-Émile Lecoq de Boisbaudran, http://upload.wikimedia.org/wikipedia/commons/6/69/Lecoq_de_Boisbaudran.jpg, 1838-04-18, 1912-05-28, 5565
Peter Agre, http://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Peter_Agre.jpg/200px-Peter_Agre.jpg, 1949-01-30, , 30996
Georgius Agricola, http://upload.wikimedia.org/wikipedia/commons/thumb/6/63/Georgius_Agricola.jpg/200px-Georgius_Agricola.jpg, 1494-03-24, 1555-11-22, 9995
Amedeo Avogadro, http://upload.wikimedia.org/wikipedia/commons/3/3c/Amedeo_Avogadro2.jpg, 1776-08-09, 1856-07-09, 11459
Friedrich Bergius, http://upload.wikimedia.org/wikipedia/commons/thumb/b/bc/Bergius.jpg/210px-Bergius.jpg, 1884-10-11, 1949-03-30, 9014
Primo Levi, http://upload.wikimedia.org/wikipedia/en/thumb/7/7e/Primo_Levi.gif/220px-Primo_Levi.gif, 1919-07-31, 1987-04-11, 45446
Richard Zare, http://upload.wikimedia.org/wikipedia/commons/thumb/d/d3/Richard_Zare_%28cropped%29.jpg/220px-Richard_Zare_%28cropped%29.jpg, 1939-11-19, , 20194
Ahmed Zewail, http://upload.wikimedia.org/wikipedia/commons/thumb/a/a7/Ahmed_Zewail_HD2009_Othmer_Gold_Medal_portrait.JPG/185px-Ahmed_Zewail_HD2009_Othmer_Gold_Medal_portrait.JPG, 1946-02-26, 2016-08-02, 21198
Michel Eugène Chevreul, http://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/Michel_Eug%C3%A8ne_Chevreul_2.jpg/220px-Michel_Eug%C3%A8ne_Chevreul_2.jpg, , 1889-04-09, 11030
Mikhail Lomonosov, http://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/M.V._Lomonosov_by_L.Miropolskiy_after_G.C.Prenner_%281787%2C_RAN%29.jpg/220px-M.V._Lomonosov_by_L.Miropolskiy_after_G.C.Prenner_%281787%2C_RAN%29.jpg, 1711-11-19, 1765-04-15, 23209
Harvey Washington Wiley, http://upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Portrait_of_Dr._Harvey_W._Wiley.jpg/250px-Portrait_of_Dr._Harvey_W._Wiley.jpg, 1844-10-18, 1930-06-16, 23409
Jöns Jacob Berzelius, http://upload.wikimedia.org/wikipedia/commons/thumb/1/18/J%C3%B6ns_Jacob_Berzelius.jpg/220px-J%C3%B6ns_Jacob_Berzelius.jpg, 1779-08-20, 1848-08-07, 15421
Joseph Lister, 1st Baron Lister, http://upload.wikimedia.org/wikipedia/commons/thumb/a/a1/Joseph_Lister_1902.jpg/220px-Joseph_Lister_1902.jpg, 1827-04-05, 1912-02-10, 20192
Jabir ibn Hayyan, http://upload.wikimedia.org/wikipedia/commons/thumb/0/04/Jabir_ibn_Hayyan.jpg/220px-Jabir_ibn_Hayyan.jpg, , , 42048
Justus von Liebig, http://upload.wikimedia.org/wikipedia/commons/thumb/8/87/Justus_von_Liebig_NIH.jpg/220px-Justus_von_Liebig_NIH.jpg, 1803-05-12, 1873-04-18, 51618
Wallace Carothers, http://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Wallace_Carothers%2C_in_the_lab.jpg/220px-Wallace_Carothers%2C_in_the_lab.jpg, 1896-04-27, 1937-04-29, 21854
John Cornforth, http://upload.wikimedia.org/wikipedia/en/thumb/c/cd/John_Cornforth.jpg/220px-John_Cornforth.jpg, 1917-09-07, 2013-12-08, 21138
Auguste Laurent, http://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Auguste_Laurent2.JPG/220px-Auguste_Laurent2.JPG, , 1853-04-16, 1864
Alexander Butlerov, http://upload.wikimedia.org/wikipedia/commons/thumb/9/91/Butlerov%2C_A._M._1828-1886.jpg/220px-Butlerov%2C_A._M._1828-1886.jpg, 1828-09-15, 1886-08-17, 3270
Antoine Baumé, http://upload.wikimedia.org/wikipedia/commons/thumb/4/41/Antoine_baume_NLM_image.jpg/200px-Antoine_baume_NLM_image.jpg, 1728-02-26, 1804-10-15, 2521
Robert Boyle, http://upload.wikimedia.org/wikipedia/commons/thumb/b/b3/Robert_Boyle_0001.jpg/220px-Robert_Boyle_0001.jpg, , 1691-12-31, 31762
Elena Ceaușescu, http://upload.wikimedia.org/wikipedia/commons/thumb/9/93/Elena_Ceausescu_portrait.jpg/220px-Elena_Ceausescu_portrait.jpg, 1919-01-07, 1989-12-25, 13555
Nicolas Leblanc, http://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/NicholasLeblanc.jpg/150px-NicholasLeblanc.jpg, 1742-12-06, 1806-01-16, 3410
Derek Barton, http://upload.wikimedia.org/wikipedia/en/thumb/a/ae/Flag_of_the_United_Kingdom.svg/23px-Flag_of_the_United_Kingdom.svg.png, 1918-09-08, 1998-03-16, 10571
Luis Federico Leloir, http://upload.wikimedia.org/wikipedia/commons/thumb/7/7d/Luis_Federico_Leloir_-_young.jpg/180px-Luis_Federico_Leloir_-_young.jpg, 1906-09-06, 1987-12-02, 23916
Ronald Breslow, http://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Ronald_Breslow_HD2006_Othmer_Gold_Medal_portrait.JPG/220px-Ronald_Breslow_HD2006_Othmer_Gold_Medal_portrait.JPG, 1931-03-14, , 28759
Otto Hahn, http://upload.wikimedia.org/wikipedia/commons/thumb/6/64/Otto_Hahn_1970.jpg/240px-Otto_Hahn_1970.jpg, 1879-03-08, 1968-07-28, 67408
Fritz Haber, http://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Fritz_Haber.png/225px-Fritz_Haber.png, 1868-12-09, 1934-01-29, 39985
Michael Faraday, http://upload.wikimedia.org/wikipedia/commons/thumb/8/88/M_Faraday_Th_Phillips_oil_1842.jpg/220px-M_Faraday_Th_Phillips_oil_1842.jpg, 1791-09-22, 1867-08-25, 44973
John Fenn (chemist), http://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/John_B_Fenn01.jpg/220px-John_B_Fenn01.jpg, 1917-06-15, 2010-12-10, 22755
Roald Hoffmann, http://upload.wikimedia.org/wikipedia/commons/thumb/c/c9/Roald_Hoffmann.jpg/230px-Roald_Hoffmann.jpg, 1937-07-18, , 31767
Josiah Willard Gibbs, http://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/Josiah_Willard_Gibbs_-from_MMS-.jpg/220px-Josiah_Willard_Gibbs_-from_MMS-.jpg, 1839-02-11, 1903-04-28, 69526
Robert H. Grubbs, http://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/Robert_H._Grubbs_HD2010_AIC_Gold_Medal_2.JPG/220px-Robert_H._Grubbs_HD2010_AIC_Gold_Medal_2.JPG, 1942-02-27, , 20635
Harry B. Gray, http://upload.wikimedia.org/wikipedia/commons/thumb/6/6c/Harry_Gray_HD2013_Othmer_Gold_Medal_002.JPG/175px-Harry_Gray_HD2013_Othmer_Gold_Medal_002.JPG, 1935-11-14, , 24358
John Kendrew, http://upload.wikimedia.org/wikipedia/commons/thumb/e/ed/John_Kendrew_Nobel.jpg/200px-John_Kendrew_Nobel.jpg, 1917-03-24, 1997-08-23, 12758
Herbert A. Hauptman, http://upload.wikimedia.org/wikipedia/commons/thumb/e/e1/Herbert_Hauptman_-_UB_2009.jpg/220px-Herbert_Hauptman_-_UB_2009.jpg, 1917-02-14, 2011-10-23, 10354
Johan Kjeldahl, http://upload.wikimedia.org/wikipedia/commons/thumb/9/95/Kjeldahl3.JPG/220px-Kjeldahl3.JPG, 1849-08-16, 1900-07-18, 3129
Dudley R. Herschbach, http://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/Dudley_R._Herschbach_in_Lindau.jpg/220px-Dudley_R._Herschbach_in_Lindau.jpg, 1932-06-18, , 28134
Percy Lavon Julian, http://upload.wikimedia.org/wikipedia/en/thumb/d/d6/Percy_Lavon_Julian.jpg/220px-Percy_Lavon_Julian.jpg, 1899-04-11, 1975-04-19, 37525
Dorothy Hodgkin, http://upload.wikimedia.org/wikipedia/en/thumb/3/3f/Dorothy_Hodgkin_Nobel.jpg/225px-Dorothy_Hodgkin_Nobel.jpg, 1910-05-12, 1994-07-29, 29914
Harry Kroto, http://upload.wikimedia.org/wikipedia/commons/thumb/1/13/Harry_Kroto.jpg/220px-Harry_Kroto.jpg, 1939-10-07, 2016-04-30, 36257
Antoine Lavoisier, http://upload.wikimedia.org/wikipedia/commons/thumb/6/6c/Antoine_lavoisier_color.jpg/220px-Antoine_lavoisier_color.jpg, 1743-08-26, 1794-05-08, 63977
Elias James Corey, http://upload.wikimedia.org/wikipedia/commons/a/a2/E.J.Coreyx240.jpg, 1928-07-12, , 54626
Edwin McMillan, http://upload.wikimedia.org/wikipedia/en/thumb/8/86/Edwin_McMillan_Nobel.jpg/220px-Edwin_McMillan_Nobel.jpg, 1907-09-18, 1991-09-07, 30879
Harold Urey, http://upload.wikimedia.org/wikipedia/commons/thumb/2/29/Urey.jpg/240px-Urey.jpg, 1893-04-29, 1981-01-05, 40618
Hideki Shirakawa, http://upload.wikimedia.org/wikipedia/commons/c/cb/Hideki_Shirakawa_20011212.jpg, 1936-08-20, , 8866
Osamu Shimomura, http://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Osamu_Shimomura-press_conference_Dec_06th%2C_2008-2.jpg/220px-Osamu_Shimomura-press_conference_Dec_06th%2C_2008-2.jpg, 1928-08-27, , 10055
Ascanio Sobrero, http://upload.wikimedia.org/wikipedia/commons/thumb/4/44/Ascanio_Sobrero.jpg/220px-Ascanio_Sobrero.jpg, , 1888-05-26, 4004
Michael Smith (chemist), http://upload.wikimedia.org/wikipedia/en/d/d6/Michaelsmith.jpg, 1932-04-26, 2000-10-04, 22542
Wendell Meredith Stanley, http://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Wendell_Meredith_Stanley.jpg/220px-Wendell_Meredith_Stanley.jpg, 1904-08-16, 1971-06-15, 7775
Alexander Shulgin, http://upload.wikimedia.org/wikipedia/commons/thumb/e/e0/Shulgin_sasha_2011_hanna_jon.jpg/220px-Shulgin_sasha_2011_hanna_jon.jpg, 1925-06-17, 2014-06-02, 21379
Fred Olsen, http://upload.wikimedia.org/wikipedia/en/thumb/a/a4/Flag_of_the_United_States.svg/23px-Flag_of_the_United_States.svg.png, 1891-02-28, 1986-11-02, 2935
Max Perutz, http://upload.wikimedia.org/wikipedia/commons/3/34/Max_Perutz.jpg, , 2002-02-06, 25996
Pierre Curie, http://upload.wikimedia.org/wikipedia/commons/thumb/d/db/Pierre_Curie_by_Dujardin_c1906.jpg/220px-Pierre_Curie_by_Dujardin_c1906.jpg, 1859-05-15, 1906-04-19, 18540
Moses Gomberg, http://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Gombergm01.jpg/150px-Gombergm01.jpg, 1866-02-08, 1947-02-12, 10903
Thomas Graham (chemist), http://upload.wikimedia.org/wikipedia/commons/thumb/7/76/Thomas_Graham_Litho.JPG/220px-Thomas_Graham_Litho.JPG, 1805-12-20, 1869-09-16, 8620
Johan August Arfwedson, http://upload.wikimedia.org/wikipedia/commons/thumb/7/74/Arfwedson_Johan_A.jpg/200px-Arfwedson_Johan_A.jpg, 1792-01-12, 1841-10-29, 3011
Francis William Aston, http://upload.wikimedia.org/wikipedia/commons/c/c6/Francis_William_Aston.jpg, 1877-09-01, 1945-11-20, 13396
Peter Moore (chemist), http://upload.wikimedia.org/wikipedia/commons/thumb/d/d7/Ribosome_50s.png/220px-Ribosome_50s.png, 1939-10-15, , 3143
Thomas Willson, http://upload.wikimedia.org/wikipedia/commons/thumb/7/79/Thomas_Leopold_Willson.jpg/220px-Thomas_Leopold_Willson.jpg, , 1915-12-20, 2390
Rudolph A. Marcus, http://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/Prof._Dr._Rudolph_A._Marcus.jpg/180px-Prof._Dr._Rudolph_A._Marcus.jpg, 1923-07-21, , 23309
Jean-Baptiste Boussingault, http://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Jean_Baptiste_JD_Boussingault.jpg/220px-Jean_Baptiste_JD_Boussingault.jpg, , 1887-05-11, 11732
John Howard Northrop, http://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/John_Howard_Northrop.jpg/180px-John_Howard_Northrop.jpg, 1891-07-05, 1987-05-27, 8817
Jean-Baptiste Dumas, http://upload.wikimedia.org/wikipedia/commons/thumb/d/dd/Jean_Baptiste_Andr%C3%A9_Dumas.jpg/220px-Jean_Baptiste_Andr%C3%A9_Dumas.jpg, , 1884-04-11, 12589
Paul Flory, http://upload.wikimedia.org/wikipedia/en/6/65/Paul_J._Flory.jpg, 1910-06-19, 1985-09-09, 12049
Kazimierz Fajans, http://upload.wikimedia.org/wikipedia/commons/thumb/f/fc/Kazimierz_Fajans.jpg/220px-Kazimierz_Fajans.jpg, 1887-05-27, 1975-05-18, 5542
Hermann Emil Fischer, http://upload.wikimedia.org/wikipedia/commons/thumb/e/e0/Hermann_Emil_Fischer_c1895.jpg/220px-Hermann_Emil_Fischer_c1895.jpg, 1852-10-09, 1919-07-15, 17832
John Dalton, http://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/John_Dalton_by_Charles_Turner.jpg/240px-John_Dalton_by_Charles_Turner.jpg, 1766-09-06, 1844-07-27, 31831
Henry Cavendish, http://upload.wikimedia.org/wikipedia/commons/thumb/6/64/Cavendish_Henry_signature.jpg/200px-Cavendish_Henry_signature.jpg, 1731-10-10, 1810-02-24, 28426
James Dewar, http://upload.wikimedia.org/wikipedia/commons/thumb/a/ad/James_Dewar.jpg/220px-James_Dewar.jpg, 1842-09-20, 1923-03-27, 14359
Wilhelm Rudolph Fittig, http://upload.wikimedia.org/wikipedia/commons/thumb/6/60/Rudolph_Fittig2.jpg/220px-Rudolph_Fittig2.jpg, 1835-12-06, 1910-11-19, 4940
Carl Remigius Fresenius, http://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/Carl_Remigius_Fresenius.jpg/120px-Carl_Remigius_Fresenius.jpg, 1818-12-28, 1897-05-03, 4741
Edward Frankland, http://upload.wikimedia.org/wikipedia/commons/thumb/0/09/Frankland_Edward_26.jpg/220px-Frankland_Edward_26.jpg, 1825-01-18, 1899-08-09, 19394
Cyril Norman Hinshelwood, http://upload.wikimedia.org/wikipedia/commons/thumb/7/7d/Cyril_Norman_Hinshelwood_Nobel.jpg/220px-Cyril_Norman_Hinshelwood_Nobel.jpg, 1897-06-19, 1967-10-09, 10806
Robert Bunsen, http://upload.wikimedia.org/wikipedia/commons/thumb/2/28/Robert_Bunsen_02.jpg/250px-Robert_Bunsen_02.jpg, 1811-03-30, 1899-08-16, 13207
Paul J. Crutzen, http://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Paul_Crutzen.jpg/220px-Paul_Crutzen.jpg, 1933-12-03, , 18373
Georg Wittig, http://upload.wikimedia.org/wikipedia/en/e/ea/Georg_Wittig.jpg, 1897-06-16, 1987-08-26, 8330
John Newlands (chemist), http://upload.wikimedia.org/wikipedia/commons/thumb/9/90/John_Alexander_Reina_Newlands.jpg/220px-John_Alexander_Reina_Newlands.jpg, 1837-11-26, 1898-07-30, 3964
Ryōji Noyori, http://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Rioji_Noyori.jpg/180px-Rioji_Noyori.jpg, 1938-09-03, , 12537
Johann Joachim Becher, http://upload.wikimedia.org/wikipedia/commons/thumb/d/df/Jjbecher.jpg/150px-Jjbecher.jpg, , 1682-11, 9863
Willard Libby, http://upload.wikimedia.org/wikipedia/en/6/66/Willard_Libby.jpg, 1908-12-17, 1980-09-08, 26808
Fausto Elhuyar, http://upload.wikimedia.org/wikipedia/commons/thumb/d/d6/Fausto_Elhuyar.jpg/250px-Fausto_Elhuyar.jpg, , 1833-02-07, 5451
Antonio Neri, http://upload.wikimedia.org/wikipedia/commons/thumb/7/7a/Specola%2C_medaglione_di_antonio_neri.JPG/220px-Specola%2C_medaglione_di_antonio_neri.JPG, 1576-02-29, , 4544
Walther Nernst, http://upload.wikimedia.org/wikipedia/commons/thumb/7/7d/Walther_Nernst_1900s.jpg/220px-Walther_Nernst_1900s.jpg, 1864-06-25, 1941-11-18, 13655
Robert S. Mulliken, http://upload.wikimedia.org/wikipedia/commons/6/6a/Mulliken%2CRobert_1929_Chicago.jpg, 1896-06-07, 1986-10-31, 15913
Paul Hermann Müller, http://upload.wikimedia.org/wikipedia/commons/thumb/d/d6/Paul_Hermann_M%C3%BCller_nobel.jpg/180px-Paul_Hermann_M%C3%BCller_nobel.jpg, 1899-01-12, 1965-10-12, 17972
Henry Moseley, http://upload.wikimedia.org/wikipedia/en/thumb/d/dd/Henry_Moseley.jpg/220px-Henry_Moseley.jpg, 1887-11-23, 1915-08-11, 19530
Walter Kohn, http://upload.wikimedia.org/wikipedia/commons/thumb/4/47/Walter_Kohn.jpg/220px-Walter_Kohn.jpg, , 2016-04-19, 15302
Theodore Nicolas Gobley, http://upload.wikimedia.org/wikipedia/commons/thumb/6/6c/Theodore_Nicolas_Gobley_vers_1860_v2.JPG/275px-Theodore_Nicolas_Gobley_vers_1860_v2.JPG, 1811-05-11, 1876-09-01, 23021
Henri Braconnot, http://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/Henri_Braconnot.jpg/150px-Henri_Braconnot.jpg, , , 4815
William Giauque, http://upload.wikimedia.org/wikipedia/en/thumb/2/20/William_Giauque_Nobel.jpg/220px-William_Giauque_Nobel.jpg, 1895-05-12, 1982-03-28, 8692
Carl Bosch, http://upload.wikimedia.org/wikipedia/commons/thumb/d/da/Carl_Bosch.jpg/180px-Carl_Bosch.jpg, 1874-08-27, 1940-04-26, 13227
Roger D. Kornberg, http://upload.wikimedia.org/wikipedia/commons/thumb/2/24/Roger_Kornberg_%28Nobel_Medicine_or_Physiology_2006%29_in_Stockholm%2C_June_2016.jpg/220px-Roger_Kornberg_%28Nobel_Medicine_or_Physiology_2006%29_in_Stockholm%2C_June_2016.jpg, 1947-04-24, , 17123
Aaron Ciechanover, http://upload.wikimedia.org/wikipedia/commons/thumb/d/dc/Aaron_Ciechanover_01.JPG/220px-Aaron_Ciechanover_01.JPG, 1947-10-01, , 9474
Raymond Lemieux, http://upload.wikimedia.org/wikipedia/commons/thumb/f/fd/RayLemieux.jpg/220px-RayLemieux.jpg, 1920-06-16, 2000-07-22, 8472
Alexander Borodin, http://upload.wikimedia.org/wikipedia/commons/thumb/7/70/Borodin.jpg/220px-Borodin.jpg, , , 14849
Marion Barry, http://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Crop_of_Marion_Barry_Vincent_Gray.jpg/220px-Crop_of_Marion_Barry_Vincent_Gray.jpg, 1936-03-06, 2014-11-23, 73180
William Lipscomb, http://upload.wikimedia.org/wikipedia/commons/thumb/2/27/William_n_lipscomb_jr.jpg/220px-William_n_lipscomb_jr.jpg, 1919-12-09, 2011-04-14, 44421
Anthony Joseph Arduengo III, http://upload.wikimedia.org/wikipedia/commons/thumb/d/da/Anthony_J._Arduengo.jpg/190px-Anthony_J._Arduengo.jpg, , , 40472
Angela Merkel, http://upload.wikimedia.org/wikipedia/commons/thumb/9/93/Angela_Merkel_2016.jpg/220px-Angela_Merkel_2016.jpg, 1954-07-17, , 76217
Dolph Lundgren, http://upload.wikimedia.org/wikipedia/commons/thumb/8/80/Dolph_Lundgren_Profile_Pic_%28cropped%29.jpg/220px-Dolph_Lundgren_Profile_Pic_%28cropped%29.jpg, 1957-11-03, , 72478
Enrico Fermi, http://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/Enrico_Fermi_1943-49.jpg/220px-Enrico_Fermi_1943-49.jpg, 1901-09-29, 1954-11-28, 74487
Rosalind Franklin, http://upload.wikimedia.org/wikipedia/en/thumb/9/97/Rosalind_Franklin.jpg/220px-Rosalind_Franklin.jpg, 1920-07-25, 1958-04-16, 95374
Susan Solomon, http://upload.wikimedia.org/wikipedia/commons/thumb/8/80/Susan_Solomon-Desk_With_Globe.jpg/220px-Susan_Solomon-Desk_With_Globe.jpg, 1956-01-19, , 31965
Dan Shechtman, http://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Nobel_Prize_2011-Nobel_interviews_KVA-DSC_8039.jpg/220px-Nobel_Prize_2011-Nobel_interviews_KVA-DSC_8039.jpg, 1941-01-24, , 19360
Paracelsus, http://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/Paracelsus.jpg/220px-Paracelsus.jpg, 1493-11-111493-12-17, 1541-09-24, 36919
Henri Victor Regnault, http://upload.wikimedia.org/wikipedia/commons/thumb/7/7b/Henri_Victor_Regnault_1860s.jpg/270px-Henri_Victor_Regnault_1860s.jpg, 1810-07-21, 1878-01-20, 5318
Tony Orchard, http://upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Tony_Orchard_Univ_portrait.jpg/220px-Tony_Orchard_Univ_portrait.jpg, 1941-04-29, 2005-11-19, 2836
Eva Philbin, http://upload.wikimedia.org/wikipedia/en/4/4f/Eva_Philbin.jpg, 1914-01-04, 2005-06-24, 2494
Carl Wilhelm Scheele, http://upload.wikimedia.org/wikipedia/commons/thumb/1/16/Carl_Wilhelm_Scheele_from_Familj-Journalen1874.png/250px-Carl_Wilhelm_Scheele_from_Familj-Journalen1874.png, 1742-12-09, 1786-05-21, 21132
Irwin Rose, http://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Nobel2004chemistrylaurets-Rose.jpg/220px-Nobel2004chemistrylaurets-Rose.jpg, 1926-07-16, 2015-06-02, 9814
Alexander R. Todd, http://upload.wikimedia.org/wikipedia/commons/thumb/5/59/Alexander_Todd_Nobel.jpg/220px-Alexander_Todd_Nobel.jpg, 1907-10-02, 1997-01-10, 14317
Wim Richter, http://upload.wikimedia.org/wikipedia/commons/thumb/c/c8/Dr_Wim_Richter.jpg/220px-Dr_Wim_Richter.jpg, , , 3315
F. Sherwood Rowland, http://upload.wikimedia.org/wikipedia/commons/thumb/9/91/F._Sherwood_Rowland.jpg/220px-F._Sherwood_Rowland.jpg, 1927-06-28, 2012-03-10, 15390
Leopold Ružička, http://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/Lavoslav_Ru%C5%BEi%C4%87ka_1939.jpg/220px-Lavoslav_Ru%C5%BEi%C4%87ka_1939.jpg, 1887-09-13, 1976-09-26, 10701
James B. Sumner, http://upload.wikimedia.org/wikipedia/commons/thumb/8/84/James_Batcheller_Sumner.jpg/220px-James_Batcheller_Sumner.jpg, 1887-11-19, 1955-08-12, 9807
