name, img, birth, death, length 
Richard C. Tolman, http://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/Tolman_%26_Einstein.jpg/220px-Tolman_%26_Einstein.jpg, 1881-03-04, 1948-09-05, 8501
Aryabhata, http://upload.wikimedia.org/wikipedia/commons/thumb/a/af/2064_aryabhata-crp.jpg/220px-2064_aryabhata-crp.jpg, , , 33091
John C. Mather, http://upload.wikimedia.org/wikipedia/commons/thumb/7/72/John_Mather_%28cropped%29.jpg/220px-John_Mather_%28cropped%29.jpg, 1946-08-07, , 12983
George Smoot, http://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/George_smoot_06N7133a.jpg/220px-George_smoot_06N7133a.jpg, 1945-02-20, , 19947
Fritz Zwicky, http://upload.wikimedia.org/wikipedia/en/e/ef/Fritz_Zwicky.png, , 1974-02-08, 26170
Sandra Faber, http://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Sandra-faber-barack-obama.png/220px-Sandra-faber-barack-obama.png, 1944-12-28, , 20664
Somnath Bharadwaj, http://upload.wikimedia.org/wikipedia/en/thumb/4/41/Flag_of_India.svg/20px-Flag_of_India.svg.png, 1964-10-28, , 3523
Yakov Borisovich Zel'dovich, http://upload.wikimedia.org/wikipedia/commons/thumb/2/23/RUSMARKA-1827.jpg/220px-RUSMARKA-1827.jpg, , 1987-12-02, 10655
Aristarchus of Samos, http://upload.wikimedia.org/wikipedia/commons/thumb/9/98/Aristarchos_von_Samos_%28Denkmal%29.jpeg/220px-Aristarchos_von_Samos_%28Denkmal%29.jpeg, , , 12125
Robert Brandenberger, http://upload.wikimedia.org/wikipedia/commons/thumb/d/d3/RobertBrandenberger1987.jpg/220px-RobertBrandenberger1987.jpg, , , 1955
Abu Maʿshar, http://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Abu_Ma%27shar%28Ibn_Balkhi%29-850AD.png/200px-Abu_Ma%27shar%28Ibn_Balkhi%29-850AD.png, , , 14209
Roberto Abraham, http://upload.wikimedia.org/wikipedia/en/f/fa/Bob-abraham.jpg, 1965-04-12, , 2159
Sean M. Carroll, http://upload.wikimedia.org/wikipedia/commons/thumb/2/28/Sean_Carroll_2017.jpg/220px-Sean_Carroll_2017.jpg, 1966-10-05, , 10164
Robert Kirshner, http://upload.wikimedia.org/wikipedia/commons/thumb/d/d7/RobertKirshnerIMG_2728x.jpg/220px-RobertKirshnerIMG_2728x.jpg, 1949-08-15, , 8845
Jaan Einasto, http://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Jaan_Einasto_Marcel_Grossmanni_preemiaga.jpg/220px-Jaan_Einasto_Marcel_Grossmanni_preemiaga.jpg, 1929-02-23, , 3345
Richard Ellis (astronomer), http://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Richard_Ellis-49_copy.jpg/220px-Richard_Ellis-49_copy.jpg, 1950-05-25, , 5303
Nicholas B. Suntzeff, http://upload.wikimedia.org/wikipedia/commons/thumb/d/d2/Nbs2009_02.jpg/180px-Nbs2009_02.jpg, 1952-11-22, , 11966
Carlos Frenk, http://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Carlos_Frenk_at_NAM_2012_1.jpg/220px-Carlos_Frenk_at_NAM_2012_1.jpg, 1951-10-27, , 5153
Robert H. Dicke, http://upload.wikimedia.org/wikipedia/en/thumb/c/cf/Robert_Henry_Dicke.jpg/220px-Robert_Henry_Dicke.jpg, 1916-05-06, 1997-03-04, 15900
Alexander Friedmann, http://upload.wikimedia.org/wikipedia/commons/thumb/6/62/Aleksandr_Fridman.png/230px-Aleksandr_Fridman.png, 1888-06-16, 1925-09-16, 11519
James Binney, http://upload.wikimedia.org/wikipedia/commons/thumb/a/a7/James_Binney.jpeg/220px-James_Binney.jpeg, , , 5355
Hermann Bondi, http://upload.wikimedia.org/wikipedia/en/thumb/f/fa/HermanBondi.jpg/220px-HermanBondi.jpg, 1919-11-01, 2005-09-10, 11306
Somnath Bharadwaj, http://upload.wikimedia.org/wikipedia/en/thumb/4/41/Flag_of_India.svg/20px-Flag_of_India.svg.png, 1964-10-28, , 3523
Michael Turner (cosmologist), http://upload.wikimedia.org/wikipedia/commons/thumb/9/94/Micheal_S._Turner.JPG/220px-Micheal_S._Turner.JPG, 1949-07-29, , 5613
Richard C. Tolman, http://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/Tolman_%26_Einstein.jpg/220px-Tolman_%26_Einstein.jpg, 1881-03-04, 1948-09-05, 8501
George Smoot, http://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/George_smoot_06N7133a.jpg/220px-George_smoot_06N7133a.jpg, 1945-02-20, , 19947
Neil Turok, http://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Neil_Turok_AIMS.jpg/150px-Neil_Turok_AIMS.jpg, 1958-11-16, , 7203
Max Tegmark, http://upload.wikimedia.org/wikipedia/commons/thumb/0/06/Max_Tegmark.jpg/180px-Max_Tegmark.jpg, 1967-05-05, , 9045
Lee Smolin, http://upload.wikimedia.org/wikipedia/commons/thumb/5/54/LeeSmolinAtHarvard.JPG/230px-LeeSmolinAtHarvard.JPG, 1955-06-06, , 20912
Simon White, http://upload.wikimedia.org/wikipedia/commons/thumb/4/48/Simon_White_at_RAS_NAM_2012.jpg/220px-Simon_White_at_RAS_NAM_2012.jpg, 1951-09-30, , 5934
Galileo Galilei, http://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/Justus_Sustermans_-_Portrait_of_Galileo_Galilei%2C_1636.jpg/220px-Justus_Sustermans_-_Portrait_of_Galileo_Galilei%2C_1636.jpg, 1564-02-15, 1642-01-08, 117115
Johannes Kepler, http://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/Johannes_Kepler_1610.jpg/220px-Johannes_Kepler_1610.jpg, 1571-12-27, 1630-11-15, 80341
Planck (spacecraft), http://upload.wikimedia.org/wikipedia/en/thumb/a/a1/Front_view_of_the_European_Space_Agency_Planck_satellite.jpg/250px-Front_view_of_the_European_Space_Agency_Planck_satellite.jpg, , , 42038
Jayant Narlikar, http://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/Jayant_Vishnu_Narlikar_-_Kolkata_2007-03-20_07324.jpg/220px-Jayant_Vishnu_Narlikar_-_Kolkata_2007-03-20_07324.jpg, 1938-07-19, , 24536
Paul Steinhardt, http://upload.wikimedia.org/wikipedia/commons/thumb/6/65/Paul_J._Steinhardt.jpg/220px-Paul_J._Steinhardt.jpg, 1952-12-25, , 46955
Roger Penrose, http://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Roger_Penrose_at_Festival_della_Scienza_Oct_29_2011.jpg/220px-Roger_Penrose_at_Festival_della_Scienza_Oct_29_2011.jpg, 1931-08-08, , 40719
Ptolemy, http://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/PSM_V78_D326_Ptolemy.png/220px-PSM_V78_D326_Ptolemy.png, , , 38251
Edwin Hubble, http://upload.wikimedia.org/wikipedia/commons/e/e5/Edwin-hubble.jpg, 1889-11-20, 1953-09-28, 26232
Roger Penrose, http://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Roger_Penrose_at_Festival_della_Scienza_Oct_29_2011.jpg/220px-Roger_Penrose_at_Festival_della_Scienza_Oct_29_2011.jpg, 1931-08-08, , 40719
Brian Schmidt, http://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/Brian_Schmidt.jpg/220px-Brian_Schmidt.jpg, 1967-02-24, , 29363
Edwin Hubble, http://upload.wikimedia.org/wikipedia/commons/e/e5/Edwin-hubble.jpg, 1889-11-20, 1953-09-28, 26232
Vera Rubin, http://upload.wikimedia.org/wikipedia/commons/6/6c/Vera_Rubin.jpg, 1928-07-23, 2016-12-25, 41364
Cosmic Background Explorer, http://upload.wikimedia.org/wikipedia/commons/thumb/a/af/Cobe_vision1.jpg/250px-Cobe_vision1.jpg, 1989-11-18T14:34, , 32997
Brian Schmidt, http://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/Brian_Schmidt.jpg/220px-Brian_Schmidt.jpg, 1967-02-24, , 29363
Tycho Brahe, http://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Tycho_Brahe.JPG/220px-Tycho_Brahe.JPG, , 1601-10-24, 74073
Thomas Gold, http://upload.wikimedia.org/wikipedia/en/thumb/5/58/Thomas_Gold.jpg/220px-Thomas_Gold.jpg, 1920-05-22, 2004-06-22, 44281
Vera Rubin, http://upload.wikimedia.org/wikipedia/commons/6/6c/Vera_Rubin.jpg, 1928-07-23, 2016-12-25, 41364
Wilkinson Microwave Anisotropy Probe, http://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/WMAP_spacecraft.jpg/230px-WMAP_spacecraft.jpg, 2001-06-30T19:46:46, , 54595
Isaac Newton, http://upload.wikimedia.org/wikipedia/commons/thumb/3/39/GodfreyKneller-IsaacNewton-1689.jpg/220px-GodfreyKneller-IsaacNewton-1689.jpg, 1643-01-04, 1726-03-201727-03-31, 90392
Carl Sagan, http://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Carl_Sagan_Planetary_Society.JPG/220px-Carl_Sagan_Planetary_Society.JPG, 1934-11-09, 1996-12-20, 90307
Nicolaus Copernicus, http://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Nikolaus_Kopernikus.jpg/220px-Nikolaus_Kopernikus.jpg, 1473-02-19, 1543-05-24, 111489
Aristotle, http://upload.wikimedia.org/wikipedia/commons/thumb/a/ae/Aristotle_Altemps_Inv8575.jpg/220px-Aristotle_Altemps_Inv8575.jpg, , , 112548
Nicolaus Copernicus, http://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Nikolaus_Kopernikus.jpg/220px-Nikolaus_Kopernikus.jpg, 1473-02-19, 1543-05-24, 111489
Stephen Hawking, http://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/Stephen_Hawking.StarChild.jpg/220px-Stephen_Hawking.StarChild.jpg, 1942-01-08, , 91688
Stephen Hawking, http://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/Stephen_Hawking.StarChild.jpg/220px-Stephen_Hawking.StarChild.jpg, 1942-01-08, , 91688
Albert Einstein, http://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Einstein_1921_by_F_Schmutzer_-_restoration.jpg/220px-Einstein_1921_by_F_Schmutzer_-_restoration.jpg, 1879-03-14, 1955-04-18, 115355
Albert Einstein, http://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Einstein_1921_by_F_Schmutzer_-_restoration.jpg/220px-Einstein_1921_by_F_Schmutzer_-_restoration.jpg, 1879-03-14, 1955-04-18, 115355
