name, img, birth, death, length 
Somnath Bharadwaj, http://upload.wikimedia.org/wikipedia/en/thumb/4/41/Flag_of_India.svg/20px-Flag_of_India.svg.png, 1964-10-28, , 3523
James Binney, http://upload.wikimedia.org/wikipedia/commons/thumb/a/a7/James_Binney.jpeg/220px-James_Binney.jpeg, , , 5355
Alexis Bouvard, http://upload.wikimedia.org/wikipedia/commons/thumb/b/b3/Alexis_Bouvard.jpg/150px-Alexis_Bouvard.jpg, 1767-06-27, 1843-06-07, 2454
Ben Gascoigne, http://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Gascoigne_Stromlo_1948.jpg/220px-Gascoigne_Stromlo_1948.jpg, 1915-11-11, 2010-03-25, 28671
John Herschel, http://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/Julia_Margaret_Cameron_-_John_Herschel_%28Metropolitan_Museum_of_Art_copy%2C_restored%29.jpg/220px-Julia_Margaret_Cameron_-_John_Herschel_%28Metropolitan_Museum_of_Art_copy%2C_restored%29.jpg, 1792-03-07, 1871-05-11, 24391
Dorrit Hoffleit, http://upload.wikimedia.org/wikipedia/commons/thumb/1/10/Dorrit-hoffleit.JPG/200px-Dorrit-hoffleit.JPG, 1907-03-12, 2007-04-09, 8942
Nathaniel Bliss, http://upload.wikimedia.org/wikipedia/commons/thumb/d/dc/The_Reverend_Nathaniel_Bliss.jpg/240px-The_Reverend_Nathaniel_Bliss.jpg, 1700-11-28, 1764-09-02, 5879
Andrew Graham (astronomer), http://upload.wikimedia.org/wikipedia/commons/thumb/b/ba/Andrew0001.jpg/230px-Andrew0001.jpg, 1815-04-08, 1908-11-05, 5318
Tom Gehrels, http://upload.wikimedia.org/wikipedia/en/thumb/c/c0/Gehrels_at_Spacewatch_Telescope_1980%27s.jpg/220px-Gehrels_at_Spacewatch_Telescope_1980%27s.jpg, 1925-02-21, 2011-07-11, 7090
James Bradley, http://upload.wikimedia.org/wikipedia/commons/thumb/e/ed/James_Bradley_by_Thomas_Hudson.jpg/220px-James_Bradley_by_Thomas_Hudson.jpg, , , 10984
Jeremiah Horrocks, http://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/JeremiahHorrocks.jpg/240px-JeremiahHorrocks.jpg, , , 14396
Lewis Boss, http://upload.wikimedia.org/wikipedia/commons/thumb/6/69/PSM_V81_D625_Lewis_Boss.png/150px-PSM_V81_D625_Lewis_Boss.png, 1846-10-26, 1912-10-05, 4623
