name, img, birth, death, length 
Aryeh Dvoretzky, http://upload.wikimedia.org/wikipedia/commons/thumb/2/27/Dvoretzky.jpg/220px-Dvoretzky.jpg, 1916-05-03, 2008-05-08, 3576
Joseph L. Fleiss, http://upload.wikimedia.org/wikipedia/en/c/c1/Joseph_Fleiss.jpg, 1937-11-13, 2003-06-12, 6715
John Lubbock, 1st Baron Avebury, http://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/John_Lubbock72.jpg/230px-John_Lubbock72.jpg, 1834-04-30, 1913-05-29, 21748
Mark Kac, http://upload.wikimedia.org/wikipedia/commons/thumb/5/56/Mark_Kac.jpg/220px-Mark_Kac.jpg, 1914-08-03, 1984-10-26, 10472
Simon Kuznets, http://upload.wikimedia.org/wikipedia/en/thumb/5/59/Kuznets_portrait.jpg/200px-Kuznets_portrait.jpg, 1901-04-30, 1985-07-08, 30396
George Handley Knibbs, http://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Knibbs_Low_1919.jpg/200px-Knibbs_Low_1919.jpg, , , 4349
Charles Lemon, http://upload.wikimedia.org/wikipedia/commons/thumb/6/6b/Carclew_1841_%281%29.jpg/220px-Carclew_1841_%281%29.jpg, , 1868-02-13, 10618
Gilean McVean, http://upload.wikimedia.org/wikipedia/commons/thumb/8/86/Professor_Gilean_McVean_FMedSci_FRS.jpg/220px-Professor_Gilean_McVean_FMedSci_FRS.jpg, , , 11254
Michael Teitelbaum, http://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/Michael_Tietelbaum_9_2104.JPG/220px-Michael_Tietelbaum_9_2104.JPG, 1944-01-21, , 7684
Jacob Marschak, http://upload.wikimedia.org/wikipedia/en/8/85/Marschak.png, 1898-07-23, 1977-07-27, 16758
I. J. Good, http://upload.wikimedia.org/wikipedia/en/b/b4/I._J._Good.jpg, 1916-12-09, 2009-04-05, 14657
Thorvald N. Thiele, http://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Thiele1.jpg/200px-Thiele1.jpg, 1838-12-24, 1910-09-26, 9815
Arthur Schuster, http://upload.wikimedia.org/wikipedia/commons/thumb/9/9d/Arthur_Schuster.jpg/220px-Arthur_Schuster.jpg, 1851-09-12, 1934-10-17, 12464
William Onslow, 4th Earl of Onslow, http://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/4thEarlOfOnslow.jpg/200px-4thEarlOfOnslow.jpg, 1853-03-07, 1911-10-24, 13849
Clive Granger, http://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Clive_Granger_by_Olaf_Storbeck.jpg/240px-Clive_Granger_by_Olaf_Storbeck.jpg, 1934-09-04, 2009-05-27, 11913
Herman Wold, http:https://wikimedia.org/api/rest_v1/media/math/render/svg/c26c105004f30c27aa7c2a9c601550a4183b1f21, 1908-12-25, 1992-02-16, 11527
George Kingsley Zipf, http://upload.wikimedia.org/wikipedia/commons/c/c6/George_Kingsley_Zipf_1917.jpg, 1902-01-07, 1950-09-25, 3446
Ernst Engel, http://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Ernst_Engel.jpg/150px-Ernst_Engel.jpg, 1821-03-26, 1896-12-08, 3394
A. W. F. Edwards, http://upload.wikimedia.org/wikipedia/commons/thumb/4/42/Anthony_William_Fairbank_Edwards_FRS.jpg/220px-Anthony_William_Fairbank_Edwards_FRS.jpg, 1935-10-04, , 7911
