name, img, birth, death, length 
Ila Loetscher, http://upload.wikimedia.org/wikipedia/en/thumb/2/28/Ila_Loetscher_holding_turtle.jpg/220px-Ila_Loetscher_holding_turtle.jpg, , , 3206
Joseph Richard Slevin, http://upload.wikimedia.org/wikipedia/en/thumb/5/55/Joseph_R._Slevin_1953.jpg/220px-Joseph_R._Slevin_1953.jpg, 1881-09-13, 1957-02-17, 10328
Christian Frederik Lütken, http://upload.wikimedia.org/wikipedia/commons/thumb/9/9d/CFLutken.jpg/220px-CFLutken.jpg, 1827-10-07, 1901-02-06, 3365
Josefa Celsa Señaris, http://upload.wikimedia.org/wikipedia/commons/2/2f/J.C._Se%C3%B1aris_cropped.jpg, , , 5637
Wilmer W. Tanner, http://upload.wikimedia.org/wikipedia/commons/thumb/c/c4/Wilmer_W._Tanner_with_museum-cleaned.jpg/220px-Wilmer_W._Tanner_with_museum-cleaned.jpg, 1909-12-17, 2011-10-28, 6467
John Van Denburgh, http://upload.wikimedia.org/wikipedia/commons/thumb/d/de/Van_Denburgh_John_1872-1924.png/220px-Van_Denburgh_John_1872-1924.png, 1872-08-23, 1924-10-24, 2039
David Humphreys Storer, http://upload.wikimedia.org/wikipedia/commons/thumb/f/f4/David_Humphreys_Storer_portrait.jpg/220px-David_Humphreys_Storer_portrait.jpg, 1804-03-26, 1891-09-10, 2120
Osbert Salvin, http://upload.wikimedia.org/wikipedia/commons/thumb/a/af/Salvin_Osbert_1835-1898.jpg/220px-Salvin_Osbert_1835-1898.jpg, 1835-02-25, 1898-06-01, 4087
Léon Vaillant, http://upload.wikimedia.org/wikipedia/commons/thumb/9/9d/Vaillant_L%C3%A9on_1834-1914.png/220px-Vaillant_L%C3%A9on_1834-1914.png, 1834-11-11, 1914-11-24, 3960
Ilya Darevsky, http://upload.wikimedia.org/wikipedia/commons/thumb/4/40/Ilya_Darevsky_Russian_postcard_cr.jpg/220px-Ilya_Darevsky_Russian_postcard_cr.jpg, 1924-12-18, 2009-08-08, 5879
Carl Linnaeus, http://upload.wikimedia.org/wikipedia/commons/thumb/6/68/Carl_von_Linn%C3%A9.jpg/220px-Carl_von_Linn%C3%A9.jpg, 1707-05-23, 1778-01-10, 90726
Georges Cuvier, http://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/Georges_Cuvier.png/200px-Georges_Cuvier.png, 1769-08-23, 1832-05-13, 66119
Étienne Geoffroy Saint-Hilaire, http://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/Geoffroy72.jpg/220px-Geoffroy72.jpg, , 1844-06-19, 13058
Francesco Redi, http://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Francesco_Redi.jpg/220px-Francesco_Redi.jpg, 1626-02-18, 1697-03-01, 16464
Wade Fox, http://upload.wikimedia.org/wikipedia/en/thumb/c/cb/Wade_Fox_Jr.jpg/220px-Wade_Fox_Jr.jpg, , 1964-09-20, 2982
Isidore Geoffroy Saint-Hilaire, http://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Isidore_Geoffroy_Saint-Hilaire.jpg/150px-Isidore_Geoffroy_Saint-Hilaire.jpg, , 1861-11-10, 4268
