name, img, birth, death, length 
Cora Sadosky, http://upload.wikimedia.org/wikipedia/commons/thumb/3/3d/Cora_Sadosky.jpg/220px-Cora_Sadosky.jpg, 1940-05-23, 2010-12-03, 3294
Charlotte Scott, http://upload.wikimedia.org/wikipedia/en/thumb/1/15/Charlotte_Angas_Scott.jpg/220px-Charlotte_Angas_Scott.jpg, 1858-06-08, 1931-11-10, 9300
Ruth Lyttle Satter, http://upload.wikimedia.org/wikipedia/en/0/01/Ruth_Lyttle_Satter.jpg, 1923-03-08, 1989-08-03, 3900
Nancy K. Stanton, http://upload.wikimedia.org/wikipedia/commons/thumb/7/71/Nancy_Stanton.jpg/220px-Nancy_Stanton.jpg, , , 2068
Mary Somerville, http://upload.wikimedia.org/wikipedia/commons/thumb/0/06/Thomas_Phillips_-_Mary_Fairfax%2C_Mrs_William_Somerville%2C_1780_-_1872._Writer_on_science_-_Google_Art_Project.jpg/220px-Thomas_Phillips_-_Mary_Fairfax%2C_Mrs_William_Somerville%2C_1780_-_1872._Writer_on_science_-_Google_Art_Project.jpg, 1780-12-26, 1872-11-29, 19203
Vera T. Sós, http://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Vera_T._S%C3%B3s.jpeg/220px-Vera_T._S%C3%B3s.jpeg, 1930-09-11, , 5671
Brooke Shipley, http://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Brooke-shipley-pic-300x300.jpg/220px-Brooke-shipley-pic-300x300.jpg, , , 2486
Mamokgethi Setati, http://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/Kgethi.jpg/220px-Kgethi.jpg, 1966-11-01, , 8254
Ileana Streinu, http://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Ileana_Streinu_in_Limerick.jpg/200px-Ileana_Streinu_in_Limerick.jpg, , , 4003
Olga Taussky-Todd, http://upload.wikimedia.org/wikipedia/commons/thumb/c/c8/Olga_Taussky-Todd.jpeg/220px-Olga_Taussky-Todd.jpeg, 1906-08-30, 1995-10-07, 6350
Birgit Speh, http://upload.wikimedia.org/wikipedia/commons/thumb/e/e6/Birgit_Speh.jpg/220px-Birgit_Speh.jpg, , , 1859
Priyanshi Somani, http://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/PriyanshiSomani.jpg/220px-PriyanshiSomani.jpg, 1998-11-16, , 4313
Caroline Series, http://upload.wikimedia.org/wikipedia/commons/thumb/c/c5/Professor_Caroline_Series_FRS.jpg/220px-Professor_Caroline_Series_FRS.jpg, , , 6158
Éva Tardos, http://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Elisabeth_Bauer_and_Eva_Tardos_at_Cornell.jpg/220px-Elisabeth_Bauer_and_Eva_Tardos_at_Cornell.jpg, 1957-10-01, , 4470
Bella Subbotovskaya, http://upload.wikimedia.org/wikipedia/en/thumb/1/19/Bella_Subbotovskaya_AMS_Photograph.png/220px-Bella_Subbotovskaya_AMS_Photograph.png, 1937-12-17, 1982-11-23, 11990
Zvezdelina Stankova, http://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Zvezdelina_Stankova.jpg/220px-Zvezdelina_Stankova.jpg, , , 6751
Jackie Stedall, http://upload.wikimedia.org/wikipedia/en/a/af/Jackie_Stedall.png, 1950-08-04, 2014-09-27, 5110
Ulrike Tillmann, http://upload.wikimedia.org/wikipedia/commons/thumb/4/41/DMV-JahrestGraz2009ENoether-VL_UlrikeTillmann_UniOxf_FotovonThomasVogt.jpg/220px-DMV-JahrestGraz2009ENoether-VL_UlrikeTillmann_UniOxf_FotovonThomasVogt.jpg, 1962-12-12, , 3171
Reidun Twarock, http://upload.wikimedia.org/wikipedia/commons/thumb/d/d7/Reidun_Twarock.jpg/220px-Reidun_Twarock.jpg, , , 5342
Maryna Viazovska, http://upload.wikimedia.org/wikipedia/commons/thumb/4/4b/Maryna_Vazovska_MFO_2013_crop.jpg/220px-Maryna_Vazovska_MFO_2013_crop.jpg, , , 4263
Claire Voisin, http://upload.wikimedia.org/wikipedia/commons/thumb/e/ed/2009-Claire-Voisin-Scotland.jpg/225px-2009-Claire-Voisin-Scotland.jpg, 1962-03-04, , 4899
Judy L. Walker, http://upload.wikimedia.org/wikipedia/commons/thumb/3/39/Judy-walker.jpg/220px-Judy-walker.jpg, , , 4382
Karen Uhlenbeck, http://upload.wikimedia.org/wikipedia/commons/thumb/9/90/Uhlenbeck_Karen_1982.jpg/200px-Uhlenbeck_Karen_1982.jpg, 1942-08-24, , 17297
Karen Vogtmann, http://upload.wikimedia.org/wikipedia/commons/thumb/c/ca/Karen_Vogtmann_2006_MFO.jpg/220px-Karen_Vogtmann_2006_MFO.jpg, 1949-07-13, , 13119
Dorothy Vaughan, http://upload.wikimedia.org/wikipedia/commons/thumb/a/af/Dorothy_Vaughan.jpg/220px-Dorothy_Vaughan.jpg, 1910-09-20, 2008-11-10, 7505
Guofang Wei, http://upload.wikimedia.org/wikipedia/en/thumb/a/a4/Flag_of_the_United_States.svg/23px-Flag_of_the_United_States.svg.png, , , 3479
Helen Wilson (mathematician), http://upload.wikimedia.org/wikipedia/commons/thumb/e/e9/HelenWilsonMaths_Provence2008.jpg/250px-HelenWilsonMaths_Provence2008.jpg, , , 7007
Association for Women in Mathematics, http://upload.wikimedia.org/wikipedia/en/thumb/6/62/Association_for_Women_in_Mathematics_%28logo%29.gif/220px-Association_for_Women_in_Mathematics_%28logo%29.gif, , , 6769
Tamar Ziegler, http://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/Flag_of_Israel.svg/21px-Flag_of_Israel.svg.png, , , 1258
Melanie Wood, http://upload.wikimedia.org/wikipedia/commons/thumb/5/56/Melanie_Wood.jpg/225px-Melanie_Wood.jpg, , , 3545
Rose Peltesohn, http://upload.wikimedia.org/wikipedia/commons/thumb/7/71/Rose_Pauline_Peltesohn.jpg/220px-Rose_Pauline_Peltesohn.jpg, 1913-05-16, 1998-03-21, 5098
Raman Parimala, http://upload.wikimedia.org/wikipedia/en/thumb/e/e0/Parimala.jpg/220px-Parimala.jpg, , , 5037
Hanna Neumann, http://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/HannaNeumann.jpg/220px-HannaNeumann.jpg, 1914-02-12, 1971-11-14, 6676
Aoibhinn Ní Shúilleabháin, http://upload.wikimedia.org/wikipedia/commons/thumb/3/3d/Aoibhinn_Ni_Shuilleabhain_in_Soroti.jpg/200px-Aoibhinn_Ni_Shuilleabhain_in_Soroti.jpg, , , 9738
Elena Cornaro Piscopia, http://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/Elena_Piscopia_portrait.jpg/220px-Elena_Piscopia_portrait.jpg, , , 6706
Phyllis Nicolson, http://upload.wikimedia.org/wikipedia/en/thumb/9/98/PhyllisNicolson.jpg/220px-PhyllisNicolson.jpg, , , 1398
Sujatha Ramdorai, http://upload.wikimedia.org/wikipedia/commons/2/2b/Sujatha_Ramdorai.jpeg, , , 4193
Cheryl Praeger, http://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Praeger_Peter_Neumann.jpg/220px-Praeger_Peter_Neumann.jpg, 1948-09-07, , 10272
Olga Oleinik, http://upload.wikimedia.org/wikipedia/commons/6/63/Oleinik.jpg, 1925-07-02, 2001-10-13, 11113
Kathleen Ollerenshaw, http://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/Dame_Kathleen_Ollerenshaw_signing_book.jpg/240px-Dame_Kathleen_Ollerenshaw_signing_book.jpg, 1912-10-01, 2014-08-10, 6835
Grace Hopper, http://upload.wikimedia.org/wikipedia/commons/thumb/a/ad/Commodore_Grace_M._Hopper%2C_USN_%28covered%29.jpg/220px-Commodore_Grace_M._Hopper%2C_USN_%28covered%29.jpg, 1906-12-09, 1992-01-01, 42703
Katherine Johnson, http://upload.wikimedia.org/wikipedia/commons/thumb/d/d3/Katherine_Johnson_in_2008.jpg/220px-Katherine_Johnson_in_2008.jpg, 1918-08-26, , 32889
Ada Lovelace, http://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Ada_Lovelace_portrait.jpg/220px-Ada_Lovelace_portrait.jpg, 1815-12-10, 1852-11-27, 48043
Leila Schneps, http://upload.wikimedia.org/wikipedia/commons/thumb/8/83/Leila_Schneps_%282011%29.jpg/220px-Leila_Schneps_%282011%29.jpg, 1961-12-22, , 19611
Virginia Ragsdale, http://upload.wikimedia.org/wikipedia/en/thumb/5/53/Virginia_Ragsdale.jpg/220px-Virginia_Ragsdale.jpg, 1870-12-13, 1945-06-04, 6100
Emmy Noether, http://upload.wikimedia.org/wikipedia/commons/thumb/e/e5/Noether.jpg/220px-Noether.jpg, 1882-03-23, 1935-04-14, 89057
