name, img, birth, death, length 
Evangelista Torricelli, http://upload.wikimedia.org/wikipedia/commons/thumb/b/b2/Libr0367.jpg/220px-Libr0367.jpg, , , 17488
Robert Adler, http://upload.wikimedia.org/wikipedia/en/thumb/2/2c/Robert_adler.jpg/220px-Robert_adler.jpg, , 2007-02-15, 6213
Barton Zwiebach, http://upload.wikimedia.org/wikipedia/commons/thumb/9/95/Barton-zwiebach-crop.JPG/220px-Barton-zwiebach-crop.JPG, 1954-10-04, , 1869
Karl Ferdinand Braun, http://upload.wikimedia.org/wikipedia/commons/thumb/5/55/Ferdinand_Braun.jpg/180px-Ferdinand_Braun.jpg, 1850-06-06, 1918-04-20, 10860
Loránd Eötvös, http://upload.wikimedia.org/wikipedia/commons/thumb/4/4b/Roland_Eotvos.jpg/150px-Roland_Eotvos.jpg, , 1919-04-08, 8321
Luigi Galvani, http://upload.wikimedia.org/wikipedia/commons/thumb/5/51/Luigi_Galvani%2C_oil-painting.jpg/220px-Luigi_Galvani%2C_oil-painting.jpg, 1737-09-09, 1798-12-04, 11196
C. H. D. Buys Ballot, http://upload.wikimedia.org/wikipedia/commons/thumb/0/02/Christophorus_Henricus_Diedericus_Buys-Ballot.jpg/150px-Christophorus_Henricus_Diedericus_Buys-Ballot.jpg, , 1890-02-04, 4556
Marie Alfred Cornu, http://upload.wikimedia.org/wikipedia/commons/thumb/b/ba/Alfred_Cornu.jpg/220px-Alfred_Cornu.jpg, 1841-03-06, 1902-04-12, 2799
Charles Galton Darwin, http://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Charles_G._Darwin%2C_Bain_News_Service_photo_portrait.jpg/300px-Charles_G._Darwin%2C_Bain_News_Service_photo_portrait.jpg, 1887-12-18, 1962-12-31, 7380
Ernst Chladni, http://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/Echladni.jpg/150px-Echladni.jpg, , 1827-04-04, 14340
Pierre-Gilles de Gennes, http://upload.wikimedia.org/wikipedia/commons/f/f6/Pierre-Gilles_crop.jpg, 1932-10-24, 2007-05-18, 9479
Hippolyte Fizeau, http://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Armand_Hippolyte_Louis_Fizeau_by_Eug%C3%A8ne_Pirou_-_Original.jpg/240px-Armand_Hippolyte_Louis_Fizeau_by_Eug%C3%A8ne_Pirou_-_Original.jpg, , , 4447
Hans Geiger, http://upload.wikimedia.org/wikipedia/commons/thumb/a/ad/Hans_geiger.jpg/225px-Hans_geiger.jpg, 1882-09-30, 1945-09-24, 4768
Joseph Louis Gay-Lussac, http://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Gaylussac.jpg/225px-Gaylussac.jpg, 1778-12-06, 1850-05-09, 8045
