name, img, birth, death, length 
Thoralf Skolem, http://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/ThoralfSkolem-OB.F06426c.jpg/220px-ThoralfSkolem-OB.F06426c.jpg, 1887-05-23, 1963-03-23, 10349
Paul Lorenzen, http://upload.wikimedia.org/wikipedia/commons/thumb/c/cc/Paullorenzen.jpg/220px-Paullorenzen.jpg, , 1994-11, 3628
Frank P. Ramsey, http://upload.wikimedia.org/wikipedia/en/thumb/f/f3/Frank_Plumpton_Ramsey.JPG/200px-Frank_Plumpton_Ramsey.JPG, 1903-02-22, 1930-01-19, 20819
W. Hugh Woodin, http://upload.wikimedia.org/wikipedia/commons/thumb/8/88/Hugh_Woodin.jpg/250px-Hugh_Woodin.jpg, 1955-04-23, , 3267
Kazimierz Twardowski, http://upload.wikimedia.org/wikipedia/commons/thumb/d/d3/Kazimierz_Twardowski_1933.jpg/220px-Kazimierz_Twardowski_1933.jpg, 1866-10-20, 1938-02-11, 7724
Kurt Schütte, http://upload.wikimedia.org/wikipedia/commons/thumb/b/b5/Kurt_Schuette.jpg/220px-Kurt_Schuette.jpg, 1909-10-14, 1998-08-18, 2120
Alfred Tarski, http://upload.wikimedia.org/wikipedia/commons/thumb/7/71/AlfredTarski1968.jpeg/220px-AlfredTarski1968.jpeg, 1901-01-14, 1983-10-26, 35121
Hermann Lotze, http://upload.wikimedia.org/wikipedia/en/thumb/2/2b/Lotze_Falckenberg1901.jpg/220px-Lotze_Falckenberg1901.jpg, 1817-05-21, 1881-07-01, 19161
Jerzy Łoś, http://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Jerzy_Los_c1955.jpg/220px-Jerzy_Los_c1955.jpg, 1920-03-22, 1998-06-01, 1766
Andrzej Mostowski, http://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Andrzej_Mostowski.jpg/220px-Andrzej_Mostowski.jpg, 1913-11-01, 1975-08-22, 5761
David Lewis (philosopher), http://upload.wikimedia.org/wikipedia/commons/thumb/2/22/David_K_Lewis.jpg/220px-David_K_Lewis.jpg, , , 24387
Richard Montague, http://upload.wikimedia.org/wikipedia/en/2/25/Richardmontague.jpg, 1930-09-20, 1971-03-07, 4105
Chaïm Perelman, http://upload.wikimedia.org/wikipedia/en/6/6a/Portrait_of_philosopher_Cha%C3%AFm_Perelman.jpeg, 1912-05-20, 1984-01-22, 30356
Solomon Passy, http://upload.wikimedia.org/wikipedia/commons/thumb/7/71/Solomon_Isaac_Passy_2.jpg/220px-Solomon_Isaac_Passy_2.jpg, 1956-12-22, , 14302
Emil Leon Post, http://upload.wikimedia.org/wikipedia/commons/thumb/4/42/Emil_Leon_Post.jpg/220px-Emil_Leon_Post.jpg, , 1954-04-21, 8265
Porphyry (philosopher), http://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/Porphyry.jpg/200px-Porphyry.jpg, , , 27190
Robert M. Solovay, http://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Robert_Solovay.jpeg/200px-Robert_Solovay.jpeg, 1938-12-15, , 4746
Lorenzo Peña, http://upload.wikimedia.org/wikipedia/en/a/a7/Lorenzo_Pe%C3%B1a_in_2007_%28thumbnail%29.jpg, , , 30658
Yiannis N. Moschovakis, http://upload.wikimedia.org/wikipedia/commons/thumb/3/3d/Yiannis_Moschovakis.jpg/150px-Yiannis_Moschovakis.jpg, 1938-01-18, , 2582
Jeff Paris, http://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Jeffrey_Paris.jpeg/220px-Jeffrey_Paris.jpeg, 1944-11-15, , 3388
Juan Luis Vives, http://upload.wikimedia.org/wikipedia/commons/thumb/d/de/Luis_Vives_%28Pere_Carbonell%29_Madrid_01.jpg/220px-Luis_Vives_%28Pere_Carbonell%29_Madrid_01.jpg, 1493-03-06, 1540-05-06, 22395
Yehoshua Bar-Hillel, http://upload.wikimedia.org/wikipedia/en/thumb/6/6f/Yehoshua_Bar-Hillel.jpg/220px-Yehoshua_Bar-Hillel.jpg, 1915-09-08, 1975-09-25, 5601
Ruth Barcan Marcus, http://upload.wikimedia.org/wikipedia/commons/thumb/0/07/Ruth_Barcan_Marcus.jpg/220px-Ruth_Barcan_Marcus.jpg, 1921-08-02, 2012-02-19, 11604
George Boole, http://upload.wikimedia.org/wikipedia/commons/thumb/c/ce/George_Boole_color.jpg/220px-George_Boole_color.jpg, 1815-11-02, 1864-12-08, 37149
Lewis Carroll, http://upload.wikimedia.org/wikipedia/commons/thumb/f/fb/LewisCarrollSelfPhoto.jpg/220px-LewisCarrollSelfPhoto.jpg, 1832-01-27, 1898-01-14, 59620
Saul Kripke, http://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/Kripke.JPG/220px-Kripke.JPG, 1940-11-13, , 66488
Hilary Putnam, http://upload.wikimedia.org/wikipedia/commons/thumb/6/62/Hilary_Putnam.jpg/220px-Hilary_Putnam.jpg, 1926-07-31, 2016-03-13, 67687
Peter Abelard, http://upload.wikimedia.org/wikipedia/commons/3/3c/Abelard.jpg, 1079, 1142-04-21, 57136
Alfred North Whitehead, http://upload.wikimedia.org/wikipedia/en/thumb/4/4e/Alfred_North_Whitehead.jpg/220px-Alfred_North_Whitehead.jpg, 1861-02-15, 1947-12-30, 102308
Alexander Bain, http://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/AlexanderBain001.jpg/220px-AlexanderBain001.jpg, 1818-06-11, 1903-09-18, 31412
Theophrastus, http://upload.wikimedia.org/wikipedia/commons/thumb/d/d3/Teofrasto_Orto_botanico_detail.jpg/200px-Teofrasto_Orto_botanico_detail.jpg, , , 50488
Boethius, http://upload.wikimedia.org/wikipedia/commons/thumb/e/e1/Boethius_initial_consolation_philosophy.jpg/220px-Boethius_initial_consolation_philosophy.jpg, , , 48607
Georg Cantor, http://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/Georg_Cantor2.jpg/225px-Georg_Cantor2.jpg, 1845-03-03, 1918-01-06, 62841
Georg Wilhelm Friedrich Hegel, http://upload.wikimedia.org/wikipedia/commons/thumb/0/08/Hegel_portrait_by_Schlesinger_1831.jpg/220px-Hegel_portrait_by_Schlesinger_1831.jpg, , 1831-11-14, 81418
