name, img, birth, death, length 
Frank Macfarlane Burnet, http://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Frank_Macfarlane_Burnet.jpg/250px-Frank_Macfarlane_Burnet.jpg, 1899-09-03, 1985-08-31, 73890
Jean Dausset, http://upload.wikimedia.org/wikipedia/commons/thumb/9/98/Jean_Dausset_1968.jpg/200px-Jean_Dausset_1968.jpg, 1916-10-19, 2009-06-06, 20898
Kay Davies, http://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/Kay_Davies_portrait_2008.jpg/200px-Kay_Davies_portrait_2008.jpg, 1951-04-01, , 8848
Michael Heidelberger, http://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/Michael_Heidelberger_1954.jpg/200px-Michael_Heidelberger_1954.jpg, 1888-04-29, 1991-06-25, 25837
Cyril Burt, http://upload.wikimedia.org/wikipedia/commons/thumb/e/ee/Cyril_Burt_1930s.jpg/220px-Cyril_Burt_1930s.jpg, 1883-03-03, 1971-10-10, 29645
Sidney Altman, http://upload.wikimedia.org/wikipedia/commons/5/57/Sidney_Altman_crop.jpg, 1939-05-07, , 10948
Francis Crick, http://upload.wikimedia.org/wikipedia/commons/thumb/9/99/Francis_Crick_crop.jpg/250px-Francis_Crick_crop.jpg, , 2004-07-28, 93355
Charles Darwin, http://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Charles_Darwin_seated_crop.jpg/220px-Charles_Darwin_seated_crop.jpg, 1809-02-12, 1882-04-19, 99520
Rosalind Franklin, http://upload.wikimedia.org/wikipedia/en/thumb/9/97/Rosalind_Franklin.jpg/220px-Rosalind_Franklin.jpg, 1920-07-25, 1958-04-16, 95374
Bert Vogelstein, http://upload.wikimedia.org/wikipedia/commons/thumb/2/23/Bert_Vogelstein_giving_the_Trent_Lecture.jpg/220px-Bert_Vogelstein_giving_the_Trent_Lecture.jpg, 1949-06-02, , 23227
Craig Venter, http://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/Craigventer2.jpg/220px-Craigventer2.jpg, 1946-10-14, , 46046
E. Donnall Thomas, http://upload.wikimedia.org/wikipedia/commons/thumb/c/cc/Edward_Donnall_%22Don%22_Thomas.jpg/230px-Edward_Donnall_%22Don%22_Thomas.jpg, 1920-03-15, 2012-10-20, 22108
Lucy Shapiro, http://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Bacteria-3D-Double-Helix.jpg/175px-Bacteria-3D-Double-Helix.jpg, 1940-07-16, , 27157
John Sulston, http://upload.wikimedia.org/wikipedia/commons/thumb/b/bc/John_Sulston.jpg/220px-John_Sulston.jpg, 1942-03-27, , 22607
G. Ledyard Stebbins, http://upload.wikimedia.org/wikipedia/en/thumb/f/fa/G_Ledyard_Stebbins.jpg/220px-G_Ledyard_Stebbins.jpg, 1906-01-06, 2000-01-19, 43711
Harold E. Varmus, http://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/HEVarmus.jpg/220px-HEVarmus.jpg, 1939-12-18, , 47015
M. S. Swaminathan, http://upload.wikimedia.org/wikipedia/commons/thumb/3/37/Monkombu_Sambasivan_Swaminathan_-_Kolkata_2013-01-07_2674.JPG/250px-Monkombu_Sambasivan_Swaminathan_-_Kolkata_2013-01-07_2674.JPG, 1925-08-07, , 50188
Sewall Wright, http://upload.wikimedia.org/wikipedia/en/thumb/8/81/Sewall_Wright.jpg/150px-Sewall_Wright.jpg, 1889-12-21, 1988-03-03, 24121
Motoo Kimura, http://upload.wikimedia.org/wikipedia/en/4/48/Motoo_Kimura.jpg, , 1994-11-14, 10598
Esther Lederberg, http://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Esther_Lab.jpg/220px-Esther_Lab.jpg, 1922-12-18, 2006-11-11, 24033
